FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Nicole";"Ramirez";"2003-02-12";"Diverse";"nicole.ramirez@example.com";"+1 919 142 6848";"Broad Street";"94A";"65546";"Cleveland";"South Korea";"Generated test data";"2024-10-09";"False";
"Amy";"Reed";"1998-09-28";"Diverse";"amy.reed@example.com";"+1 400 464 5713";"Franklin Avenue";"90";"33658";"Buffalo";"Jordan";"Generated test data";"2024-12-28";"True";
"Nicole";"Gray";"1975-07-31";"Male";"nicole.gray@example.com";"+1 426 944 9514";"Tenth Street";"5";"13644";"Raleigh";"Egypt";"Generated test data";"2025-01-04";"True";
"Patrick";"Castillo";"1960-04-16";"Diverse";"patrick.castillo@example.com";"+1 260 117 3426";"Main Street";"99";"31990";"Phoenix";"Cuba";"Generated test data";"2024-09-26";"True";
"Matthew";"Campbell";"1996-01-28";"Female";"matthew.campbell@example.com";"+1 558 482 1111";"Hillcrest Avenue";"101";"29608";"Philadelphia";"Bahamas";"Generated test data";"2025-06-17";"False";
"Karen";"Diaz";"1997-02-21";"Diverse";"karen.diaz@example.com";"+1 826 416 5876";"Sunset Boulevard";"136";"44504";"Lexington";"Czech Republic";"Generated test data";"2024-09-13";"True";
"Daniel";"Price";"1953-10-29";"Female";"daniel.price@example.com";"+1 518 225 3273";"Spring Street";"121B";"78577";"Newark";"Nepal";"Generated test data";"2024-08-25";"True";
"Joshua";"Sanders";"1987-03-27";"Unknown";"joshua.sanders@example.com";"+1 706 970 8173";"Madison Street";"95A";"79338";"Stockton";"Czech Republic";"Generated test data";"2024-11-05";"True";
"Matthew";"Watson";"1992-06-13";"Diverse";"matthew.watson@example.com";"+1 842 157 7869";"Jefferson Street";"21";"14023";"Sacramento";"Qatar";"Generated test data";"2025-03-24";"False";
"Danielle";"Garcia";"1965-08-16";"Diverse";"danielle.garcia@example.com";"+1 109 608 4393";"Castle Street";"43A";"45385";"Bakersfield";"Poland";"Generated test data";"2025-06-24";"True";
"Judith";"White";"1992-12-08";"Female";"judith.white@example.com";"+1 624 821 8216";"Washington Avenue";"47";"21975";"St. Petersburg";"Belgium";"Generated test data";"2025-01-10";"True";
"Pamela";"Sanchez";"1998-01-27";"Male";"pamela.sanchez@example.com";"+1 992 883 8078";"Harrison Avenue";"95A";"25370";"Fort Wayne";"Italy";"Generated test data";"2025-04-15";"True";
"Patricia";"Hall";"2001-11-22";"Male";"patricia.hall@example.com";"+1 847 112 1787";"Magnolia Drive";"16";"26813";"Fresno";"Turkmenistan";"Generated test data";"2025-04-15";"False";
"Eric";"Wilson";"1963-08-04";"Diverse";"eric.wilson@example.com";"+1 164 294 4523";"Gate Street";"6C";"58831";"San Jose";"Australia";"Generated test data";"2024-11-22";"False";
"Michael";"Rogers";"1986-02-12";"Diverse";"michael.rogers@example.com";"+1 890 919 7486";"Meadow Lane";"150A";"95869";"Reno";"Chile";"Generated test data";"2025-02-08";"False";
"Stephen";"Clark";"1996-06-01";"Female";"stephen.clark@example.com";"+1 799 266 7420";"Castle Street";"76";"19895";"St. Louis";"Russia";"Generated test data";"2025-03-14";"True";
"Jane";"Martinez";"1989-04-28";"Female";"jane.martinez@example.com";"+1 936 329 9309";"Ninth Avenue";"144";"10889";"Jacksonville";"Nigeria";"Generated test data";"2024-12-28";"True";
"Stephen";"Gomez";"1984-08-15";"Male";"stephen.gomez@example.com";"+1 768 476 8753";"Hillcrest Avenue";"104A";"87419";"Newark";"South Korea";"Generated test data";"2024-09-27";"True";
"Emma";"Gonzalez";"1981-12-31";"Female";"emma.gonzalez@example.com";"+1 776 671 3008";"Clark Street";"133";"61466";"Tulsa";"Saudi Arabia";"Generated test data";"2025-04-06";"True";
"Kevin";"Foster";"2001-10-10";"Unknown";"kevin.foster@example.com";"+1 929 118 4779";"Knight Avenue";"182C";"14284";"Albuquerque";"United Kingdom";"Generated test data";"2024-11-28";"False";
"Ruth";"Martin";"2001-03-21";"Female";"ruth.martin@example.com";"+1 682 890 6083";"Knight Avenue";"59C";"98324";"Las Vegas";"Russia";"Generated test data";"2025-07-12";"True";
"Jacob";"Castillo";"1985-10-29";"Diverse";"jacob.castillo@example.com";"+1 265 102 8226";"Elm Street";"71";"83654";"Anchorage";"Indonesia";"Generated test data";"2025-05-20";"True";
"Olivia";"Kelly";"1990-03-04";"Male";"olivia.kelly@example.com";"+1 921 980 3727";"Clark Street";"149";"52882";"Irving";"Bahamas";"Generated test data";"2025-06-17";"True";
"Dennis";"Gray";"1964-01-30";"Male";"dennis.gray@example.com";"+1 740 894 5771";"Smith Road";"172";"29783";"Charlotte";"New Zealand";"Generated test data";"2025-07-06";"False";
"Judith";"Hill";"1954-12-19";"Unknown";"judith.hill@example.com";"+1 232 360 2629";"Smith Road";"148B";"91244";"Raleigh";"United Kingdom";"Generated test data";"2025-07-05";"True";
"Raymond";"Howard";"1960-03-03";"Male";"raymond.howard@example.com";"+1 558 459 9575";"Princeton Street";"10";"68377";"Raleigh";"Egypt";"Generated test data";"2025-04-29";"False";
"Brittany";"Lee";"1974-12-08";"Unknown";"brittany.lee@example.com";"+1 797 317 8072";"Valley Road";"98B";"56580";"St. Petersburg";"Germany";"Generated test data";"2025-06-18";"False";
"Gary";"Lopez";"1952-05-10";"Female";"gary.lopez@example.com";"+1 682 910 7317";"Baker Street";"81";"95357";"San Francisco";"Indonesia";"Generated test data";"2024-10-28";"True";
"Frank";"Reyes";"1955-07-06";"Diverse";"frank.reyes@example.com";"+1 237 165 6611";"Tenth Street";"43A";"84739";"San Francisco";"Colombia";"Generated test data";"2024-12-07";"False";
"Rachel";"Brooks";"1980-08-24";"Unknown";"rachel.brooks@example.com";"+1 777 668 9745";"Hawthorn Lane";"80B";"47766";"Denver";"Paraguay";"Generated test data";"2024-11-08";"False";
"Sandra";"Brown";"1961-11-02";"Female";"sandra.brown@example.com";"+1 721 758 4605";"Harrison Avenue";"186C";"36776";"Nashville";"Czech Republic";"Generated test data";"2024-10-18";"False";
"Julie";"Williams";"1969-11-06";"Unknown";"julie.williams@example.com";"+1 442 593 6341";"Valley Road";"135";"45404";"Lexington";"Myanmar";"Generated test data";"2024-12-16";"True";
"Laura";"Mendoza";"1988-07-28";"Female";"laura.mendoza@example.com";"+1 172 310 8113";"Ash Street";"80";"37927";"Chula Vista";"Bahrain";"Generated test data";"2025-03-24";"False";
"Amber";"Diaz";"1968-06-13";"Diverse";"amber.diaz@example.com";"+1 777 150 8329";"Castle Street";"104";"90457";"Lexington";"India";"Generated test data";"2024-11-10";"False";
"Karen";"Johnson";"2001-04-02";"Male";"karen.johnson@example.com";"+1 553 551 7422";"School Street";"83";"60563";"San Antonio";"Japan";"Generated test data";"2025-05-19";"True";
"Patricia";"Ortiz";"1982-01-18";"Unknown";"patricia.ortiz@example.com";"+1 789 619 8128";"Market Street";"180A";"30668";"Glendale";"Brazil";"Generated test data";"2025-01-04";"True";
"Daniel";"Bennett";"1992-12-28";"Unknown";"daniel.bennett@example.com";"+1 802 815 6575";"Walnut Street";"111A";"13119";"Santa Ana";"Estonia";"Generated test data";"2025-07-13";"False";
"Raymond";"Watson";"1973-02-02";"Unknown";"raymond.watson@example.com";"+1 260 308 2035";"Ash Street";"139";"94673";"Las Vegas";"Tunisia";"Generated test data";"2024-08-18";"True";
"Kathleen";"Allen";"1969-08-19";"Male";"kathleen.allen@example.com";"+1 486 120 5127";"Mill Road";"162B";"80001";"Saint Paul";"Peru";"Generated test data";"2024-11-26";"False";
"John";"Rodriguez";"1991-05-07";"Male";"john.rodriguez@example.com";"+1 446 640 6635";"Pierce Street";"95";"17142";"Chesapeake";"Bahamas";"Generated test data";"2025-08-08";"True";
"Justin";"Murphy";"1999-02-15";"Unknown";"justin.murphy@example.com";"+1 544 148 4107";"Chestnut Avenue";"73";"73446";"Sacramento";"Uruguay";"Generated test data";"2025-02-22";"True";
"Emma";"Moore";"1975-10-29";"Male";"emma.moore@example.com";"+1 630 448 6392";"Adams Boulevard";"15B";"78104";"Long Beach";"Nigeria";"Generated test data";"2025-06-24";"True";
"Jane";"Campbell";"1993-07-30";"Unknown";"jane.campbell@example.com";"+1 395 992 2755";"Columbia Avenue";"69";"34651";"Los Angeles";"Mexico";"Generated test data";"2025-01-30";"True";
"Beverly";"Robinson";"2004-01-13";"Diverse";"beverly.robinson@example.com";"+1 640 776 7794";"Walnut Street";"118";"36013";"Las Vegas";"United Arab Emirates";"Generated test data";"2024-10-18";"False";
"Charles";"Walker";"1985-05-26";"Female";"charles.walker@example.com";"+1 624 508 9221";"Magnolia Drive";"46C";"65011";"Chesapeake";"Germany";"Generated test data";"2025-08-04";"True";
"Donna";"Ruiz";"1992-10-09";"Female";"donna.ruiz@example.com";"+1 471 978 7155";"Water Street";"9";"33050";"Buffalo";"Ecuador";"Generated test data";"2025-07-09";"True";
"Dennis";"Ramos";"1969-08-17";"Male";"dennis.ramos@example.com";"+1 105 995 8337";"High Street";"85C";"59593";"Denver";"South Africa";"Generated test data";"2025-02-21";"True";
"Elizabeth";"Long";"1974-01-13";"Female";"elizabeth.long@example.com";"+1 819 618 9333";"Elm Street";"7";"52723";"Cleveland";"Nigeria";"Generated test data";"2024-11-10";"False";
"Joseph";"Peterson";"1957-02-13";"Female";"joseph.peterson@example.com";"+1 728 151 8750";"Church Street";"120C";"31788";"Tacoma";"Trinidad and Tobago";"Generated test data";"2025-08-08";"False";
"Danielle";"Cooper";"1971-06-30";"Diverse";"danielle.cooper@example.com";"+1 589 743 5024";"Seventh Avenue";"157A";"70628";"Hialeah";"Russia";"Generated test data";"2025-04-03";"True";
"Sandra";"Adams";"1998-07-21";"Male";"sandra.adams@example.com";"+1 454 832 5880";"Sunset Boulevard";"49";"44319";"Dallas";"Bangladesh";"Generated test data";"2025-02-09";"True";
"Jacob";"Clark";"1987-12-26";"Unknown";"jacob.clark@example.com";"+1 484 876 5228";"College Avenue";"186B";"35562";"Washington";"Morocco";"Generated test data";"2025-08-04";"False";
"Donna";"Scott";"1996-09-18";"Female";"donna.scott@example.com";"+1 157 979 9470";"Spring Street";"3B";"30919";"Plano";"Oman";"Generated test data";"2024-12-17";"True";
"Danielle";"Brown";"1977-12-08";"Female";"danielle.brown@example.com";"+1 429 659 4288";"Valley Road";"153";"99422";"Philadelphia";"Turkmenistan";"Generated test data";"2025-04-27";"False";
"Carol";"Ward";"1986-06-26";"Male";"carol.ward@example.com";"+1 371 296 4693";"Cedar Street";"58B";"15687";"Norfolk";"Iran";"Generated test data";"2025-02-21";"False";
"Olivia";"Rodriguez";"1958-07-13";"Unknown";"olivia.rodriguez@example.com";"+1 553 782 6649";"Sunset Boulevard";"88";"79058";"Pittsburgh";"Cuba";"Generated test data";"2024-09-22";"False";
"Carolyn";"Richardson";"2001-01-31";"Male";"carolyn.richardson@example.com";"+1 358 359 3575";"Water Street";"142A";"73912";"Philadelphia";"Colombia";"Generated test data";"2024-11-29";"False";
"Hannah";"Howard";"1992-04-17";"Female";"hannah.howard@example.com";"+1 523 486 5352";"Fifth Avenue";"187";"40429";"Gilbert";"Denmark";"Generated test data";"2024-11-28";"False";
"Dennis";"Sanchez";"1965-05-28";"Female";"dennis.sanchez@example.com";"+1 253 210 6662";"Forest Avenue";"135A";"87827";"Anaheim";"Bangladesh";"Generated test data";"2025-08-07";"False";
"Barbara";"Green";"2005-06-05";"Unknown";"barbara.green@example.com";"+1 417 375 6414";"Maple Avenue";"114C";"25303";"Philadelphia";"Iran";"Generated test data";"2025-06-04";"True";
"Chloe";"Green";"1978-04-02";"Diverse";"chloe.green@example.com";"+1 798 245 2036";"Clinton Avenue";"86A";"63354";"New York";"Pakistan";"Generated test data";"2025-07-25";"False";
"Judith";"Ramos";"1993-05-28";"Diverse";"judith.ramos@example.com";"+1 339 526 9610";"Washington Street";"26";"63322";"Long Beach";"Russia";"Generated test data";"2025-08-11";"True";
"William";"Patel";"1953-05-31";"Female";"william.patel@example.com";"+1 330 794 3460";"Madison Street";"85A";"14578";"Lexington";"Spain";"Generated test data";"2024-11-14";"True";
"Michael";"Castillo";"1956-01-02";"Female";"michael.castillo@example.com";"+1 572 928 1190";"Bridge Street";"175B";"37244";"Miami";"Argentina";"Generated test data";"2025-01-07";"False";
"Sarah";"Carter";"1992-07-30";"Diverse";"sarah.carter@example.com";"+1 365 272 6041";"Madison Street";"31B";"18334";"Oklahoma City";"China";"Generated test data";"2025-02-20";"False";
"Sarah";"Howard";"1962-05-17";"Female";"sarah.howard@example.com";"+1 253 112 8347";"Pierce Street";"131";"82681";"Corpus Christi";"Nepal";"Generated test data";"2025-03-02";"True";
"Scott";"Gomez";"1962-09-29";"Diverse";"scott.gomez@example.com";"+1 989 552 1679";"Broad Street";"96A";"28974";"Fremont";"Singapore";"Generated test data";"2025-01-04";"True";
"Linda";"Williams";"1966-04-07";"Male";"linda.williams@example.com";"+1 993 807 1707";"Cambridge Road";"97A";"90591";"Philadelphia";"Philippines";"Generated test data";"2024-11-21";"False";
"Emily";"Sanders";"1987-11-18";"Male";"emily.sanders@example.com";"+1 840 391 3458";"Polk Street";"82A";"30509";"San Jose";"Vatican City";"Generated test data";"2024-10-10";"False";
"Brian";"Gonzalez";"1962-01-03";"Unknown";"brian.gonzalez@example.com";"+1 826 653 5320";"Monroe Boulevard";"77";"72451";"St. Louis";"Myanmar";"Generated test data";"2024-08-21";"True";
"Douglas";"King";"1979-11-26";"Diverse";"douglas.king@example.com";"+1 808 566 1919";"Vine Street";"104B";"65441";"St. Louis";"Myanmar";"Generated test data";"2025-05-02";"True";
"Danielle";"Smith";"1979-03-14";"Diverse";"danielle.smith@example.com";"+1 552 800 3163";"Market Street";"189";"32196";"Reno";"Tajikistan";"Generated test data";"2025-05-17";"True";
"Edward";"Lee";"1978-10-03";"Female";"edward.lee@example.com";"+1 714 648 2156";"Park Lane";"129B";"23004";"St. Petersburg";"Netherlands";"Generated test data";"2025-07-20";"True";
"Justin";"Allen";"1977-06-11";"Unknown";"justin.allen@example.com";"+1 572 994 8015";"Lincoln Street";"87";"58893";"Anaheim";"Ireland";"Generated test data";"2025-04-13";"False";
"Brittany";"Carter";"1977-02-02";"Diverse";"brittany.carter@example.com";"+1 532 629 8041";"Forest Avenue";"153";"79360";"Honolulu";"Tajikistan";"Generated test data";"2025-05-14";"False";
"William";"Castillo";"1989-05-14";"Female";"william.castillo@example.com";"+1 579 833 6806";"Spring Street";"177A";"34912";"Omaha";"Indonesia";"Generated test data";"2024-12-15";"False";
"Anna";"Edwards";"1951-08-16";"Unknown";"anna.edwards@example.com";"+1 342 694 7484";"Valley Road";"188B";"75353";"Durham";"Japan";"Generated test data";"2025-01-21";"True";
"Patricia";"Kim";"1979-06-04";"Female";"patricia.kim@example.com";"+1 517 503 3379";"Broadway";"112";"17305";"Honolulu";"Poland";"Generated test data";"2025-04-28";"True";
"Olivia";"Watson";"1983-07-20";"Unknown";"olivia.watson@example.com";"+1 558 362 1398";"Park Lane";"136";"20391";"San Francisco";"Iraq";"Generated test data";"2025-07-18";"False";
"Cynthia";"Howard";"1999-02-28";"Female";"cynthia.howard@example.com";"+1 304 655 6595";"River Road";"91B";"53484";"Tacoma";"Afghanistan";"Generated test data";"2024-08-19";"True";
"Chloe";"Thompson";"1995-02-21";"Diverse";"chloe.thompson@example.com";"+1 890 305 4433";"Berkeley Avenue";"55C";"30545";"Buffalo";"China";"Generated test data";"2024-10-01";"True";
"Judith";"Hernandez";"1993-07-17";"Diverse";"judith.hernandez@example.com";"+1 956 592 4355";"Cambridge Road";"20";"66428";"Albuquerque";"Uruguay";"Generated test data";"2024-11-28";"False";
"Carolyn";"Martinez";"1954-12-17";"Diverse";"carolyn.martinez@example.com";"+1 407 449 7865";"Cherry Lane";"188C";"37240";"Atlanta";"Panama";"Generated test data";"2025-02-09";"False";
"Diane";"Morales";"1994-01-10";"Diverse";"diane.morales@example.com";"+1 760 654 3726";"Tenth Street";"147";"66485";"Corpus Christi";"Kazakhstan";"Generated test data";"2024-11-04";"True";
"Amy";"Garcia";"1964-06-11";"Unknown";"amy.garcia@example.com";"+1 774 191 4284";"Pierce Street";"107";"86469";"Milwaukee";"Ireland";"Generated test data";"2025-04-18";"False";
"John";"Harris";"1961-05-05";"Female";"john.harris@example.com";"+1 114 206 1122";"Broad Street";"130C";"49504";"Oakland";"Argentina";"Generated test data";"2025-06-24";"False";
"Sharon";"Miller";"1962-01-06";"Male";"sharon.miller@example.com";"+1 852 542 2439";"Gate Street";"106A";"79601";"San Jose";"Monaco";"Generated test data";"2024-09-29";"True";
"Patricia";"Alvarez";"1960-08-13";"Male";"patricia.alvarez@example.com";"+1 760 754 9069";"Cedar Street";"8";"24264";"Richmond";"Austria";"Generated test data";"2025-08-11";"True";
"Amber";"Green";"1956-06-15";"Male";"amber.green@example.com";"+1 814 392 7525";"Cedar Street";"2";"47685";"Indianapolis";"Greece";"Generated test data";"2024-10-05";"False";
"Carolyn";"Nguyen";"1964-10-11";"Diverse";"carolyn.nguyen@example.com";"+1 821 878 5918";"Prospect Avenue";"54";"42092";"Minneapolis";"Malta";"Generated test data";"2024-09-30";"False";
"Jason";"Ross";"1984-12-03";"Unknown";"jason.ross@example.com";"+1 969 231 8494";"Cherry Lane";"69";"61138";"Mesa";"Liechtenstein";"Generated test data";"2024-09-01";"True";
"Alexander";"Hill";"1993-02-05";"Female";"alexander.hill@example.com";"+1 542 814 7670";"Princeton Street";"37";"20323";"Fort Worth";"Jordan";"Generated test data";"2024-11-19";"False";
"Carolyn";"Johnson";"1994-06-25";"Female";"carolyn.johnson@example.com";"+1 314 685 2935";"Pine Street";"123B";"87636";"Baltimore";"Bolivia";"Generated test data";"2025-07-24";"False";
"Raymond";"Kim";"1994-09-15";"Female";"raymond.kim@example.com";"+1 837 837 8671";"Lincoln Street";"29";"86667";"North Las Vegas";"Thailand";"Generated test data";"2025-04-28";"False";
"Janet";"Cook";"1983-04-18";"Diverse";"janet.cook@example.com";"+1 314 125 7936";"Cambridge Road";"10B";"36616";"Dallas";"Morocco";"Generated test data";"2025-05-20";"False";
"Henry";"Morgan";"1962-09-17";"Unknown";"henry.morgan@example.com";"+1 390 281 2585";"Loop Road";"135";"35032";"Reno";"Qatar";"Generated test data";"2025-04-29";"False";
"Patrick";"Bailey";"1974-12-21";"Female";"patrick.bailey@example.com";"+1 782 880 5863";"Willow Lane";"178A";"65274";"North Las Vegas";"Morocco";"Generated test data";"2025-06-22";"False";
"Lauren";"Rogers";"1966-04-01";"Diverse";"lauren.rogers@example.com";"+1 365 378 8437";"Johnson Avenue";"109A";"85793";"Anchorage";"Iceland";"Generated test data";"2024-10-22";"True";
"Madison";"Alvarez";"1976-07-26";"Female";"madison.alvarez@example.com";"+1 712 896 2557";"Chestnut Avenue";"7";"50334";"Santa Ana";"Estonia";"Generated test data";"2024-10-28";"False";
"Sandra";"Bailey";"1966-09-28";"Male";"sandra.bailey@example.com";"+1 341 827 4954";"Oxford Street";"30B";"48438";"Colorado Springs";"Mongolia";"Generated test data";"2024-11-06";"False";
"Patricia";"Diaz";"1967-12-16";"Unknown";"patricia.diaz@example.com";"+1 206 313 3982";"Beechwood Avenue";"133";"23294";"Washington";"Kenya";"Generated test data";"2025-04-19";"False";
"Helen";"Gonzalez";"2005-05-30";"Female";"helen.gonzalez@example.com";"+1 113 396 4758";"Grant Avenue";"36";"50030";"Albuquerque";"Haiti";"Generated test data";"2024-09-06";"False";
