FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Laura";"Rodriguez";"1962-07-23";"Female";"laura.rodriguez@example.com";"+1 681 949 3101";"Monroe Boulevard";"180";"72519";"Glendale";"Hungary";"Generated test data";"2024-11-11";"True";
"Anthony";"Lee";"1993-10-25";"Diverse";"anthony.lee@example.com";"+1 195 557 3470";"Baker Street";"17";"44970";"Raleigh";"Mongolia";"Generated test data";"2024-12-10";"True";
"George";"Martinez";"2001-01-23";"Diverse";"george.martinez@example.com";"+1 967 599 3033";"Cherry Lane";"192";"90016";"Fort Worth";"Italy";"Generated test data";"2025-03-22";"True";
"Samuel";"Mendoza";"1960-12-25";"Unknown";"samuel.mendoza@example.com";"+1 171 264 8947";"Clark Street";"75";"87209";"Indianapolis";"Bhutan";"Generated test data";"2025-03-25";"True";
"Megan";"Harris";"1981-04-26";"Male";"megan.harris@example.com";"+1 669 565 8788";"Park Lane";"160";"34306";"Chicago";"Bahamas";"Generated test data";"2024-12-16";"False";
"Robert";"Morales";"1989-02-05";"Diverse";"robert.morales@example.com";"+1 734 292 4264";"Park Avenue";"132B";"97407";"Sacramento";"Turkmenistan";"Generated test data";"2025-01-23";"True";
"Anthony";"Garcia";"2003-11-30";"Female";"anthony.garcia@example.com";"+1 677 847 1803";"Chestnut Avenue";"185C";"71805";"Tulsa";"Bangladesh";"Generated test data";"2025-02-16";"False";
"Lori";"Garcia";"1972-09-24";"Unknown";"lori.garcia@example.com";"+1 787 727 8906";"Monroe Boulevard";"143B";"99592";"Denver";"Colombia";"Generated test data";"2025-04-14";"True";
"Christina";"Johnson";"1963-08-07";"Unknown";"christina.johnson@example.com";"+1 102 830 8508";"Loop Road";"120B";"47597";"Kansas City";"Thailand";"Generated test data";"2024-11-28";"True";
"Jennifer";"Rogers";"1957-12-04";"Female";"jennifer.rogers@example.com";"+1 876 346 2503";"Clinton Avenue";"100";"53188";"Anchorage";"Estonia";"Generated test data";"2025-03-08";"False";
"Karen";"Price";"2000-07-20";"Male";"karen.price@example.com";"+1 408 143 5962";"Lady Street";"178C";"94402";"Phoenix";"Paraguay";"Generated test data";"2025-06-19";"True";
"Samuel";"Gonzalez";"1956-02-23";"Diverse";"samuel.gonzalez@example.com";"+1 239 208 6927";"Clark Street";"76";"38481";"Irvine";"Bhutan";"Generated test data";"2025-06-08";"False";
"Julie";"Richardson";"1970-11-13";"Unknown";"julie.richardson@example.com";"+1 254 412 1059";"Roosevelt Street";"51C";"51419";"Richmond";"Luxembourg";"Generated test data";"2025-04-17";"False";
"Laura";"Williams";"1966-07-13";"Female";"laura.williams@example.com";"+1 814 818 9775";"Washington Street";"92";"70811";"Lubbock";"Kazakhstan";"Generated test data";"2024-10-09";"True";
"Eric";"Morales";"1959-06-30";"Unknown";"eric.morales@example.com";"+1 743 286 2295";"Sixth Street";"173B";"77006";"Plano";"Bahamas";"Generated test data";"2024-11-06";"False";
"Andrew";"Watson";"1973-12-23";"Diverse";"andrew.watson@example.com";"+1 699 628 5966";"Taylor Avenue";"191B";"40883";"El Paso";"Turkmenistan";"Generated test data";"2025-04-09";"False";
"Mark";"Stewart";"1969-08-03";"Unknown";"mark.stewart@example.com";"+1 903 986 9900";"Broadway";"47C";"79194";"Raleigh";"Vatican City";"Generated test data";"2025-06-09";"True";
"Jacob";"Sanders";"1953-09-30";"Female";"jacob.sanders@example.com";"+1 553 780 2109";"Jefferson Street";"30";"72471";"Chandler";"Liechtenstein";"Generated test data";"2024-08-21";"False";
"Jack";"Collins";"1990-03-31";"Male";"jack.collins@example.com";"+1 976 661 2402";"Nelson Avenue";"45";"77719";"Bakersfield";"Chile";"Generated test data";"2025-01-15";"False";
"Danielle";"Thompson";"1999-01-04";"Female";"danielle.thompson@example.com";"+1 871 264 7220";"Nelson Avenue";"165";"91036";"Dallas";"Trinidad and Tobago";"Generated test data";"2025-08-03";"False";
"Henry";"Rogers";"1962-09-12";"Female";"henry.rogers@example.com";"+1 513 238 2741";"Jackson Street";"23";"43210";"Cincinnati";"Uzbekistan";"Generated test data";"2024-11-27";"True";
"Joshua";"Wright";"1971-07-11";"Unknown";"joshua.wright@example.com";"+1 363 548 9683";"Clark Street";"61C";"36898";"Tulsa";"Japan";"Generated test data";"2024-11-04";"False";
"Karen";"Hall";"1980-08-06";"Unknown";"karen.hall@example.com";"+1 684 735 5316";"Lady Street";"2C";"55684";"San Diego";"Guatemala";"Generated test data";"2025-06-18";"True";
"Victoria";"Edwards";"1954-05-06";"Female";"victoria.edwards@example.com";"+1 713 276 6407";"Pine Street";"119A";"22531";"Chicago";"Uruguay";"Generated test data";"2025-05-15";"False";
"Pamela";"Wright";"1993-09-24";"Female";"pamela.wright@example.com";"+1 440 257 1786";"Prince Avenue";"191";"10333";"Baltimore";"Belgium";"Generated test data";"2024-09-03";"False";
"Emma";"Turner";"1996-01-16";"Female";"emma.turner@example.com";"+1 314 650 4377";"School Street";"191";"41049";"Chula Vista";"Bhutan";"Generated test data";"2025-07-25";"False";
"Jacob";"Campbell";"1954-11-24";"Unknown";"jacob.campbell@example.com";"+1 792 375 7467";"Prince Avenue";"73";"95036";"Louisville";"Syria";"Generated test data";"2025-03-27";"True";
"Thomas";"Reyes";"1989-11-11";"Male";"thomas.reyes@example.com";"+1 620 794 3707";"Pine Street";"30B";"23403";"Arlington";"Russia";"Generated test data";"2024-12-07";"False";
"Anna";"Carter";"1954-09-26";"Unknown";"anna.carter@example.com";"+1 342 459 2924";"Harrison Avenue";"58";"51684";"Houston";"Philippines";"Generated test data";"2025-05-22";"False";
"James";"Martinez";"1951-09-28";"Unknown";"james.martinez@example.com";"+1 459 626 5979";"Beechwood Avenue";"46";"92355";"San Antonio";"India";"Generated test data";"2025-07-30";"True";
"Jack";"Moore";"1974-05-29";"Female";"jack.moore@example.com";"+1 932 532 7903";"Water Street";"165B";"89703";"Winston–Salem";"Tunisia";"Generated test data";"2024-09-05";"True";
"Carol";"Kelly";"1983-05-28";"Diverse";"carol.kelly@example.com";"+1 698 897 5336";"Nelson Avenue";"177";"73553";"Jacksonville";"Peru";"Generated test data";"2025-02-16";"True";
"Julie";"Jones";"1981-01-08";"Female";"julie.jones@example.com";"+1 359 438 2763";"Meadow Lane";"168";"32832";"Fresno";"France";"Generated test data";"2025-04-23";"False";
"Brenda";"Moore";"1955-11-16";"Male";"brenda.moore@example.com";"+1 450 367 5009";"Loop Road";"162";"40786";"St. Petersburg";"Bahrain";"Generated test data";"2024-12-21";"True";
"David";"Price";"1952-04-24";"Diverse";"david.price@example.com";"+1 354 691 6600";"Franklin Avenue";"34A";"64499";"Madison";"Qatar";"Generated test data";"2024-11-05";"True";
"Timothy";"Lewis";"2000-12-19";"Male";"timothy.lewis@example.com";"+1 369 808 8087";"Sixth Street";"88";"41234";"Nashville";"Andorra";"Generated test data";"2025-04-23";"True";
"Jason";"Wright";"1996-01-20";"Diverse";"jason.wright@example.com";"+1 784 517 3693";"Harrison Avenue";"191B";"29155";"Nashville";"Kenya";"Generated test data";"2024-11-25";"True";
"Justin";"Myers";"1963-08-15";"Female";"justin.myers@example.com";"+1 273 298 7952";"Cherry Lane";"122C";"96910";"Cincinnati";"Yemen";"Generated test data";"2025-07-25";"False";
"Alexander";"Jimenez";"1958-04-27";"Female";"alexander.jimenez@example.com";"+1 687 755 2472";"Magnolia Drive";"172C";"39448";"Wichita";"China";"Generated test data";"2024-10-06";"False";
"Kevin";"Castillo";"2004-04-22";"Female";"kevin.castillo@example.com";"+1 900 444 2129";"Berkeley Avenue";"75";"74940";"Chicago";"Australia";"Generated test data";"2024-10-08";"False";
"Brittany";"Diaz";"1953-12-12";"Female";"brittany.diaz@example.com";"+1 653 212 8398";"Princeton Street";"80C";"86959";"Indianapolis";"Costa Rica";"Generated test data";"2024-11-06";"False";
"Edward";"Morris";"1971-02-22";"Unknown";"edward.morris@example.com";"+1 244 546 4907";"Columbia Avenue";"179";"29857";"Fort Worth";"Peru";"Generated test data";"2025-03-16";"True";
"Helen";"Lopez";"1991-10-28";"Diverse";"helen.lopez@example.com";"+1 964 843 4130";"Birch Avenue";"92A";"67628";"Scottsdale";"India";"Generated test data";"2024-11-01";"True";
"Deborah";"Rodriguez";"1962-09-04";"Diverse";"deborah.rodriguez@example.com";"+1 813 471 8607";"Park Avenue";"98B";"49068";"Nashville";"Tajikistan";"Generated test data";"2025-01-15";"True";
"Larry";"Ortiz";"1955-07-20";"Diverse";"larry.ortiz@example.com";"+1 860 426 4572";"Roosevelt Street";"141C";"80234";"Scottsdale";"Cuba";"Generated test data";"2024-10-20";"False";
"Lori";"Carter";"1950-08-07";"Male";"lori.carter@example.com";"+1 722 807 7463";"Lincoln Street";"192";"72220";"St. Petersburg";"USA";"Generated test data";"2024-09-18";"True";
"Laura";"Phillips";"1983-08-05";"Diverse";"laura.phillips@example.com";"+1 677 635 8678";"Berkeley Avenue";"165A";"60617";"Oakland";"Bahamas";"Generated test data";"2025-02-05";"False";
"Steven";"Mitchell";"1969-04-03";"Unknown";"steven.mitchell@example.com";"+1 956 988 2821";"Park Lane";"47C";"92667";"Norfolk";"Bahrain";"Generated test data";"2024-12-06";"False";
"Julie";"James";"1977-01-15";"Unknown";"julie.james@example.com";"+1 219 790 7896";"Oak Street";"57";"47872";"Saint Paul";"Bangladesh";"Generated test data";"2025-02-05";"True";
"Timothy";"Young";"1960-03-17";"Unknown";"timothy.young@example.com";"+1 905 598 5787";"Baker Street";"4";"38671";"Atlanta";"Latvia";"Generated test data";"2024-09-06";"False";
"Olivia";"Scott";"1996-08-14";"Unknown";"olivia.scott@example.com";"+1 196 184 2876";"Pierce Street";"42";"12436";"Corpus Christi";"Czech Republic";"Generated test data";"2025-04-06";"True";
"Raymond";"Thompson";"1965-04-10";"Male";"raymond.thompson@example.com";"+1 275 612 9654";"Lady Street";"195C";"47129";"Gilbert";"France";"Generated test data";"2024-10-22";"False";
"Tyler";"White";"1989-04-04";"Male";"tyler.white@example.com";"+1 716 889 3932";"Adams Boulevard";"126B";"56363";"Norfolk";"Bolivia";"Generated test data";"2025-05-01";"False";
"Olivia";"Reed";"1987-03-16";"Male";"olivia.reed@example.com";"+1 772 168 3947";"Oak Street";"110C";"27617";"Boise";"Jamaica";"Generated test data";"2025-01-23";"False";
"Raymond";"Richardson";"2003-11-10";"Unknown";"raymond.richardson@example.com";"+1 723 549 3541";"Lord Street";"159";"21808";"San Antonio";"Venezuela";"Generated test data";"2025-05-26";"True";
"Jacob";"Ramirez";"1980-01-25";"Female";"jacob.ramirez@example.com";"+1 996 731 1620";"Park Avenue";"137";"78095";"Columbus";"India";"Generated test data";"2025-01-30";"False";
"Maria";"Cox";"1993-09-26";"Male";"maria.cox@example.com";"+1 183 623 5509";"Jefferson Street";"42C";"68991";"Fort Worth";"Turkey";"Generated test data";"2024-11-13";"False";
"Deborah";"Murphy";"1999-03-05";"Diverse";"deborah.murphy@example.com";"+1 779 467 5731";"Brown Avenue";"186C";"68108";"Lincoln";"USA";"Generated test data";"2025-04-03";"True";
"Douglas";"Phillips";"1962-04-28";"Diverse";"douglas.phillips@example.com";"+1 131 352 9607";"Church Street";"26";"69649";"El Paso";"Luxembourg";"Generated test data";"2024-09-27";"True";
"Jerry";"Gray";"1991-05-24";"Unknown";"jerry.gray@example.com";"+1 269 830 4478";"King Street";"121B";"33343";"Winston–Salem";"Panama";"Generated test data";"2025-01-12";"True";
"Ryan";"Garcia";"1977-07-17";"Male";"ryan.garcia@example.com";"+1 847 847 5534";"Maple Avenue";"87B";"97349";"Hialeah";"Kyrgyzstan";"Generated test data";"2025-07-29";"True";
"Dennis";"James";"1953-10-26";"Female";"dennis.james@example.com";"+1 141 269 2260";"Nelson Avenue";"54";"26112";"Minneapolis";"Algeria";"Generated test data";"2024-12-02";"True";
"Lori";"Cooper";"2005-06-15";"Diverse";"lori.cooper@example.com";"+1 765 681 6498";"Knight Avenue";"159";"39882";"El Paso";"Vatican City";"Generated test data";"2025-06-29";"True";
"Michelle";"Campbell";"1953-10-12";"Male";"michelle.campbell@example.com";"+1 773 452 6969";"Maple Avenue";"123A";"86188";"Sacramento";"Turkey";"Generated test data";"2025-04-12";"False";
"Jerry";"Harris";"1966-03-29";"Unknown";"jerry.harris@example.com";"+1 767 714 3825";"Smith Road";"90B";"44485";"Miami";"Estonia";"Generated test data";"2024-08-23";"False";
"Scott";"Campbell";"1965-08-31";"Male";"scott.campbell@example.com";"+1 880 239 2969";"Church Street";"175B";"97029";"Wichita";"United Kingdom";"Generated test data";"2024-11-30";"True";
"Jack";"Edwards";"1978-07-25";"Male";"jack.edwards@example.com";"+1 715 349 3930";"King Street";"68";"21303";"Santa Ana";"Norway";"Generated test data";"2024-11-24";"False";
"Aaron";"White";"1971-10-08";"Female";"aaron.white@example.com";"+1 681 229 6455";"Cedar Street";"122";"38761";"Toledo";"USA";"Generated test data";"2024-12-10";"False";
"Gary";"Long";"1995-03-17";"Diverse";"gary.long@example.com";"+1 373 803 1730";"Long Street";"195";"26988";"Philadelphia";"Yemen";"Generated test data";"2025-02-02";"True";
"Jerry";"Lopez";"1958-10-09";"Unknown";"jerry.lopez@example.com";"+1 535 384 5843";"Mill Road";"135A";"39325";"Irving";"Iran";"Generated test data";"2025-02-21";"True";
"Katherine";"Ramos";"1989-06-02";"Male";"katherine.ramos@example.com";"+1 161 198 5851";"Park Lane";"130C";"30181";"New York";"Peru";"Generated test data";"2025-03-21";"False";
"Timothy";"Carter";"1976-11-04";"Unknown";"timothy.carter@example.com";"+1 220 183 5749";"Sunset Boulevard";"57";"49488";"Miami";"France";"Generated test data";"2024-11-21";"True";
"Alexander";"Morgan";"1967-04-21";"Unknown";"alexander.morgan@example.com";"+1 375 918 6800";"Johnson Avenue";"92C";"89773";"Los Angeles";"Iceland";"Generated test data";"2025-03-05";"False";
"Diane";"Murphy";"1983-12-24";"Female";"diane.murphy@example.com";"+1 982 320 7558";"Queen Street";"177C";"52232";"Portland";"Paraguay";"Generated test data";"2025-06-21";"True";
"Madison";"Adams";"1950-01-13";"Diverse";"madison.adams@example.com";"+1 768 488 4229";"Main Street";"46";"73524";"Madison";"Iraq";"Generated test data";"2024-10-24";"False";
"Gregory";"Hernandez";"1961-07-11";"Unknown";"gregory.hernandez@example.com";"+1 543 667 3073";"Pierce Street";"165";"47318";"New York";"Ireland";"Generated test data";"2024-09-26";"False";
"Victoria";"Jackson";"1960-08-25";"Male";"victoria.jackson@example.com";"+1 419 294 3392";"Bridge Street";"152";"21646";"Sacramento";"Singapore";"Generated test data";"2025-05-15";"True";
"Raymond";"Brooks";"2003-02-08";"Unknown";"raymond.brooks@example.com";"+1 868 161 8129";"Jefferson Street";"64";"56569";"San Jose";"Kenya";"Generated test data";"2025-03-31";"False";
"Helen";"Sanchez";"2003-06-20";"Unknown";"helen.sanchez@example.com";"+1 790 918 9971";"Castle Street";"172C";"56583";"Memphis";"Qatar";"Generated test data";"2024-11-02";"True";
"Ruth";"Diaz";"1999-05-11";"Male";"ruth.diaz@example.com";"+1 289 129 7591";"Columbia Avenue";"87C";"50762";"Chesapeake";"Cuba";"Generated test data";"2024-08-22";"False";
"Hannah";"Thomas";"1968-07-25";"Female";"hannah.thomas@example.com";"+1 830 145 1393";"Vine Street";"108";"74723";"Fremont";"Bhutan";"Generated test data";"2025-08-05";"True";
"Paul";"Williams";"1961-07-21";"Male";"paul.williams@example.com";"+1 136 362 5873";"Seventh Avenue";"90A";"98315";"Milwaukee";"Qatar";"Generated test data";"2025-02-16";"False";
"Brenda";"Anderson";"1971-08-27";"Female";"brenda.anderson@example.com";"+1 209 199 4203";"Lady Street";"60C";"22847";"Boston";"Paraguay";"Generated test data";"2025-04-30";"False";
"Steven";"Ramirez";"1952-09-30";"Diverse";"steven.ramirez@example.com";"+1 284 459 1327";"Seventh Avenue";"195";"21315";"Reno";"Estonia";"Generated test data";"2025-03-26";"False";
"Olivia";"Kelly";"1999-06-30";"Unknown";"olivia.kelly@example.com";"+1 578 165 3392";"Magnolia Drive";"6A";"86489";"Louisville";"Uzbekistan";"Generated test data";"2025-01-12";"True";
"Anna";"Rivera";"1968-06-22";"Male";"anna.rivera@example.com";"+1 396 873 6510";"Elm Street";"133C";"53091";"Tacoma";"Andorra";"Generated test data";"2024-12-11";"True";
"Douglas";"Ruiz";"1984-01-17";"Unknown";"douglas.ruiz@example.com";"+1 615 388 9922";"High Street";"57B";"23718";"Seattle";"Denmark";"Generated test data";"2024-11-24";"True";
"Christopher";"Clark";"1996-09-13";"Male";"christopher.clark@example.com";"+1 130 328 3200";"Prince Avenue";"26B";"84712";"North Las Vegas";"Egypt";"Generated test data";"2025-03-22";"False";
"Brian";"Edwards";"1963-01-05";"Female";"brian.edwards@example.com";"+1 478 939 6578";"Gate Street";"44C";"27651";"Jacksonville";"USA";"Generated test data";"2025-05-23";"True";
"Tyler";"Rivera";"1992-10-07";"Female";"tyler.rivera@example.com";"+1 872 585 5977";"Monroe Boulevard";"24";"54598";"St. Louis";"Mexico";"Generated test data";"2025-02-11";"True";
"Rachel";"Rivera";"1971-11-07";"Female";"rachel.rivera@example.com";"+1 255 512 9163";"Harrison Avenue";"151";"87656";"Raleigh";"Guatemala";"Generated test data";"2024-09-22";"True";
"Laura";"Lee";"1968-11-03";"Unknown";"laura.lee@example.com";"+1 918 478 7189";"Pierce Street";"127C";"20663";"Madison";"Liechtenstein";"Generated test data";"2025-03-04";"True";
"Daniel";"Perez";"1955-10-06";"Female";"daniel.perez@example.com";"+1 379 540 3407";"Lady Street";"165";"36455";"Baton Rouge";"India";"Generated test data";"2024-12-16";"False";
"Victoria";"Gutierrez";"2003-09-14";"Unknown";"victoria.gutierrez@example.com";"+1 264 492 4757";"Birch Avenue";"4B";"66235";"Fresno";"Iraq";"Generated test data";"2024-12-19";"True";
"Brenda";"Young";"1960-12-10";"Male";"brenda.young@example.com";"+1 564 768 1025";"Birch Avenue";"199";"85429";"Scottsdale";"Finland";"Generated test data";"2025-04-04";"False";
"Emily";"Collins";"1971-06-14";"Unknown";"emily.collins@example.com";"+1 701 994 4830";"Lord Street";"119";"55699";"Norfolk";"Afghanistan";"Generated test data";"2025-01-24";"False";
"Carolyn";"Chavez";"1959-12-24";"Male";"carolyn.chavez@example.com";"+1 276 120 5566";"Columbia Avenue";"75A";"16498";"Riverside";"Latvia";"Generated test data";"2024-10-08";"True";
"Raymond";"Martin";"1955-08-24";"Female";"raymond.martin@example.com";"+1 591 627 8785";"Park Lane";"156C";"71626";"Detroit";"China";"Generated test data";"2025-05-24";"False";
"Brandon";"Gray";"1951-07-14";"Diverse";"brandon.gray@example.com";"+1 854 114 9093";"Vine Street";"58A";"92275";"Sacramento";"San Marino";"Generated test data";"2024-10-18";"False";
"Robert";"Martin";"1997-12-05";"Unknown";"robert.martin@example.com";"+1 824 613 5730";"Market Street";"190";"45455";"Seattle";"Iceland";"Generated test data";"2025-04-03";"True";
"Brian";"Bailey";"1951-03-30";"Male";"brian.bailey@example.com";"+1 869 444 8036";"Jefferson Street";"7C";"79788";"New York";"Austria";"Generated test data";"2024-12-09";"True";
"Pamela";"Thompson";"1981-01-05";"Unknown";"pamela.thompson@example.com";"+1 242 752 9296";"Sixth Street";"131";"96023";"Oakland";"Panama";"Generated test data";"2024-10-27";"False";
